customerNumber,customerName,contactLastName,contactFirstName,phone,addressLine1,addressLine2,city,state,postalCode,country,salesRepEmployeeNumber,creditLimit
20211,Silver Export Distribution,Morgan,Samantha,+44 55 5698 8687,5993 Ridge Rd,Suite 1,Philadelphia,NH,50352,USA,1501,194900
20212,Robinson Distribution,Robinson,Scott,+81-51-4614-5308,6468 Valley Blvd,,Portland,OK,67292,USA,1143,130000
20213,Crystal Parts Ltd.,Morgan,Catherine,+33 6 12 29 16 78,7461 Ash Ct,Ste 504,Denver,DE,93478,USA,1102,9700
20214,Johnson Gifts,Johnson,Karen,+44 18 5366 7429,7598 Maple Ln,Rm 975,Nashville,NY,58679,USA,1143,4700
20215,Alvarez & Roberts Imports,Alvarez,Jerry,+34 799 797 419,1540 Willow Circle,,Chicago,IL,70402,USA,,1600
20216,Hill & Campbell LLC,Hill,Samantha,(605) 448-1146,3867 Creek Ln,Rm 283,Utrecht,,24801,Netherlands,,5800
20217,Pacific Auto Associates,Lopez,Amy,+61 9 4161 1349,7993 Highland Ln,,Wollongong,VIC,3061,Australia,1612,222800
20218,Hughes Gifts,Hughes,Anna,+49 584 394945,2628 Pine Pl,Unit 840,Edinburgh,Wales,KX60 5TR,UK,1370,123400
20219,Adams Distribution,Adams,Donald,+61 8 6276 2809,8152 Magnolia Blvd,,Turin,,78690,Italy,1165,6600
20220,Harris LLC,Harris,Gary,+34 640 579 920,3617 Hickory Loop,Apt 672,Sheffield,,QT90 5BL,UK,1611,1800
20221,Ortiz Ltd.,Ortiz,Paul,+81-27-4164-9621,8512 Washington Ave,,Milan,,38298,Italy,1611,5700
20222,Rivera Shop,Rivera,Pamela,+34 780 422 663,9011 Manor Pl,Apt 547,Christchurch,,33644,New Zealand,,126400
20223,Cooper & Carter Distribution,Cooper,Larry,+1 (730) 338-5945,7413 Hollow Way,Suite 292,Bern,,57187,Switzerland,1102,40700
20224,Bailey & Gonzalez LLC,Bailey,Angela,+49 124 608199,4342 Station Terr,Unit 831,Lyon,,28141,France,1337,39400
20225,Hughes Ventures,Hughes,Frank,+81-56-2974-4714,917 School Ln,,Sydney,NT,2285,Australia,1619,8500
20226,Green & Adams Wholesale,Green,Jennifer,+44 54 2352 8796,1476 Highland Way,Floor 152,Vancouver,ON,Y6R 9V8,Canada,1504,26000
20227,Bailey & Morales Partners,Bailey,Kathleen,(887) 623-7939,1174 Summit Way,Ste 92,Perth,WA,4970,Australia,1323,11900
20228,Cruz & Cruz LLC,Cruz,Brandon,(957) 255-4982,6125 Hill Loop,,Lausanne,,36173,Switzerland,,9300
20229,National Craft Enterprises,Williams,Jacob,+44 99 1301 7170,8992 Birch Terr,,Kansas City,WI,43902,USA,1504,67000
20230,Johnson Partners,Johnson,Katherine,(523) 696-9709,4793 Garden Dr,,Gold Coast,VIC,1312,Australia,1143,2000
20231,Horizon Import Group,Flores,Shirley,+49 929 415977,4954 Valley Pl,Suite 641,Washington,MN,91950,USA,1702,11200
20232,James & Lopez Partners,James,Ronald,+81-42-6395-8359,3727 Ridge Dr,,Leipzig,,91988,Germany,1501,15500
20233,Ortiz & Parker Corp.,Ortiz,Alexander,(388) 525-3384,1112 Magnolia Pl,,Logan City,QLD,6201,Australia,1619,211700
20234,Elite Parts Co.,Brooks,Joyce,+33 4 97 13 55 20,4373 Hickory Terr,,Los Angeles,WI,90213,USA,1612,110500
20235,Morales Toys,Morales,Deborah,+33 2 32 66 88 72,246 Summit Way,# 208,Charlotte,AZ,63554,USA,1612,266400
20236,Ward Wholesale,Ward,Ronald,+1 (771) 596-9456,8499 Poplar Way,,Albuquerque,AZ,42207,USA,1621,94000
20237,Nguyen Wholesale,Nguyen,Jason,+44 85 9952 3216,7401 Elm Loop,,Mons,,94685,Belgium,1337,5500
20238,Royal Trade Ltd.,Allen,Elizabeth,+44 59 7235 1719,1398 Willow Loop,,Milwaukee,SD,57571,USA,1621,32600
20239,Miller Gallery,Miller,Carolyn,+1 (837) 983-5146,2961 Park Blvd,,Milwaukee,ME,92110,USA,1102,241200
20240,James Store,James,Emma,+49 664 669172,9833 Main Dr,,Marseille,,88802,France,1501,8300
20241,Golden Trade LLC,Bennett,Robert,+44 69 6901 1587,4660 Ash Circle,,Jacksonville,HI,98092,USA,1143,80100
20242,Nguyen Toys,Nguyen,William,+1 (311) 785-9666,6780 Willow Dr,,Seattle,MI,79081,USA,,143400
20243,Heritage Art Ventures,Green,Nathan,+34 692 724 338,8133 Willow Loop,,Dallas,SC,83745,USA,1612,9800
20244,Ward Shop,Ward,Anthony,(515) 507-9301,3479 Main Circle,Unit 261,Washington,OK,93558,USA,1501,3800
20245,Horizon Export LLC,Nelson,Matthew,+81-10-9537-5904,8798 School Ct,,Canberra,QLD,8546,Australia,1501,51900
20246,Rivera Corp.,Rivera,Diane,+44 87 2914 6050,8754 River Terr,,Los Angeles,MI,59183,USA,1612,11300
20247,Hill & Ortiz Trading,Hill,Adam,+44 35 6572 8921,1518 Hollow Pl,Floor 927,Las Vegas,AZ,36489,USA,1619,41000
20248,Collins Depot,Collins,Robert,(733) 984-6119,1427 School Ct,,Nashville,AZ,87894,USA,1102,71000
20249,Foster Models,Foster,Joshua,+33 9 54 80 50 44,250 Ash Pl,,Austin,LA,25002,USA,1165,74500
20250,Taylor Exports,Taylor,Michael,+44 87 8304 6826,6285 Cedar Ave,,Brussels,,23884,Belgium,1286,230000
20251,Hughes Models,Hughes,Elizabeth,+49 964 391104,3797 Highland Blvd,,Montpellier,,71675,France,1337,282400
20252,Stewart Associates,Stewart,William,(533) 769-2162,5712 Hickory Terr,Suite 416,Munich,,46996,Germany,1621,13000
20253,National Art Services,Rodriguez,Deborah,(957) 928-8972,5607 Poplar Loop,# 686,Murcia,,84345,Spain,1165,29900
20254,Kim Ventures,Kim,William,+1 (975) 350-3444,8099 Cedar Ave,Apt 909,Murcia,,52914,Spain,1370,94700
20255,Crystal Supply Ltd.,Gray,Diane,+1 (440) 642-7459,14 Magnolia Ln,Unit 887,Leicester,,EJ8 6RB,UK,1611,26200
20256,Bailey Boutique,Bailey,Matthew,+34 936 547 239,2057 Lake St,Suite 148,The Hague,,47810,Netherlands,1143,268300
20257,Rogers Depot,Rogers,Ryan,+34 974 342 829,3699 Spring Way,,Bologna,,56570,Italy,1401,296700
20258,Howard Models,Howard,Joseph,(451) 683-2279,7618 Willow Ave,,Kansas City,WI,46624,USA,1612,5400
20259,Crystal Supply Trading,Stewart,Angela,+44 84 1845 5780,4982 Sycamore Rd,Floor 593,Chicago,VT,88333,USA,1621,58300
20260,Urban Auto Co.,Scott,Brandon,+1 (551) 286-3376,3870 Walnut Blvd,,Leicester,Scotland,VO48 3IZ,UK,1504,211900
20261,Castillo & Clark Holdings,Castillo,Jeffrey,+34 754 587 864,1901 Cedar Blvd,,Fukuoka,,155-5331,Japan,,118400
20262,Sunrise Import International,Johnson,Sharon,+49 373 293457,8705 Market Way,,Oslo,,22761,Norway,1216,36200
20263,Foster & Gutierrez International,Foster,Emma,+33 5 42 34 14 13,6738 Washington Pl,Floor 360,Vancouver,SK,U0Y 0C0,Canada,1611,600
20264,Lopez & Carter Holdings,Lopez,Jessica,(854) 664-5528,3019 Meadow Rd,,Naples,,24528,Italy,1621,6900
20265,Carter Boutique,Carter,Linda,+33 7 32 92 72 23,2916 Hollow Ave,,Waterford,,44690,Ireland,1166,114300
20266,Sunrise Auto Exports,Martinez,Barbara,+81-76-1060-9444,6398 Summit Blvd,,New York,AZ,97111,USA,1612,7700
20267,Roberts Models,Roberts,James,+61 3 8530 5750,1486 Station Pl,,Bristol,Wales,VJ52 1UU,UK,1611,89300
20268,Horizon Trade Imports,Ruiz,Benjamin,(753) 858-6041,416 Chestnut Dr,,Osaka,,136-4163,Japan,1401,146700
20269,Castillo Partners,Castillo,Tyler,(237) 953-3319,8792 Hill Loop,,Kansas City,NJ,98877,USA,1401,46300
20270,Premier Export Ventures,Miller,Benjamin,+33 2 35 64 53 96,1871 Walnut Terr,,Colorado Springs,CA,23937,USA,1337,37400
20271,Atlantic Trade Industries,Thompson,Emma,+44 23 7162 3584,9068 River Ct,Ste 42,Portland,HI,58487,USA,1102,67900
20272,Foster Toys,Foster,Julie,+1 (810) 384-9190,6751 Valley Blvd,,Seattle,ND,69037,USA,1504,43100
20273,Capital Craft Solutions,Gonzalez,Shirley,+34 854 280 263,870 Sunset Ave,,Cologne,,46231,Germany,1612,78500
20274,Collins Co.,Collins,Maria,+34 903 693 433,477 Walnut Pl,Apt 739,Kyoto,,280-3589,Japan,1337,45900
20275,Evans & Carter Solutions,Evans,Jack,+34 691 496 482,7142 Hill Dr,,Colorado Springs,NY,17122,USA,1165,35300
20276,Elite Trade Imports,Davis,Larry,+44 84 4763 2416,3603 Harbor Terr,Rm 654,Lyon,,55033,France,1337,221000
20277,Diaz & Young International,Diaz,Janet,+1 (241) 681-9261,2441 Sycamore St,,Toulouse,,87564,France,1102,273200
20278,Bailey Services,Bailey,David,+1 (691) 885-5994,4847 Valley Circle,,Malmö,,56976,Sweden,1166,296500
20279,Phillips & Mitchell Imports,Phillips,Alexander,+33 2 89 52 17 75,4421 Ash Pl,,Toronto,QC,N5T 0K6,Canada,,6700
20280,Chavez Distribution,Chavez,Daniel,+61 7 5380 9250,9505 Forest Loop,,Calgary,BC,L3U 1X7,Canada,1612,2800
20281,Sunrise Art Associates,Gray,Jonathan,+44 47 2260 2791,7502 Elm Ave,,Milan,,34687,Italy,1166,1100
20282,Cooper & Stewart Associates,Cooper,Debra,+33 9 92 52 62 84,3098 Pine St,,Paris,,48209,France,1323,254500
20283,Royal Sales Solutions,Taylor,Larry,+44 90 3634 9770,2431 Market Rd,,Frankfurt,,16202,Germany,1216,43600
20284,Central Motor Imports,Garcia,Joseph,+44 79 5940 2990,569 Church Ln,Floor 553,Jacksonville,IN,83726,USA,,64500
20285,Classic Export Trading,Cooper,Jack,+34 773 805 215,2410 Sycamore Loop,,Skien,,97410,Norway,1619,196200
20286,Atlantic Supply LLC,Edwards,Mark,(724) 603-4185,8822 Hollow Circle,,Glasgow,Scotland,ZY36 4AC,UK,1401,250000
20287,Diamond Supply Inc.,Diaz,Kelly,+34 979 525 922,9192 Elm Dr,,Washington,MD,68402,USA,1370,259300
20288,Kim Corp.,Kim,Emma,+49 454 193388,1084 Chestnut Way,Floor 655,Tucson,ND,53963,USA,1501,177900
20289,Central Sales Exports,Garcia,Gary,+49 457 198085,7743 Park Circle,,Leeds,Scotland,AZ1 3IJ,UK,1401,6900
20290,Howard Center,Howard,George,+1 (465) 366-1958,7800 Park Ln,,Nice,,92312,France,1166,85700
20291,Classic Craft Ltd.,Miller,Amanda,+49 307 728739,9811 River Pl,Unit 847,Munich,,22387,Germany,1612,31400
20292,Jimenez Shop,Jimenez,Melissa,(627) 671-2251,2533 Cherry Dr,,Austin,CT,38557,USA,1165,5300
20293,Royal Sales Inc.,Gutierrez,Scott,+81-17-2273-1308,2333 Highland Rd,Apt 81,Yokohama,,327-3108,Japan,1621,7600
20294,Garcia Trading,Garcia,Steven,+49 623 374733,480 Elm Blvd,,Montreal,QC,W3V 3F5,Canada,1323,8600
20295,Ross Wholesale,Ross,Justin,+34 787 814 703,8801 Main Loop,Apt 943,Fort Worth,ME,32514,USA,1166,297200
20296,Evans International,Evans,Sandra,(535) 705-2895,8124 Station Loop,# 42,San Diego,ND,27814,USA,1337,39400
20297,Diaz & Rodriguez Exports,Diaz,Emily,(322) 346-7468,210 Walnut Circle,Floor 536,Örebro,,33500,Sweden,1337,5900
20298,Baker & Kim Partners,Baker,Betty,+81-48-8795-7626,4564 Chestnut Terr,Rm 821,Baltimore,WA,75419,USA,,168300
20299,Moore Co.,Moore,Benjamin,+44 49 2578 2253,2935 Garden Terr,,Yokohama,,610-1438,Japan,1611,194000
20300,Capital Craft Inc.,Cooper,Dorothy,+34 618 133 281,1952 Garden Ct,Floor 454,Helsinki,,66414,Finland,1501,22100
20301,Morales Holdings,Morales,Deborah,+81-81-6779-5660,914 Manor Rd,,Hamilton,PE,V7S 8F8,Canada,1286,300
20302,Baker Models,Baker,Benjamin,+49 636 99067,5756 Cedar Circle,Apt 664,Nantes,,63992,France,,83800
20303,Diaz Gallery,Diaz,Raymond,(700) 302-4373,5186 Garden Terr,,Tucson,PA,12914,USA,1323,42000
20304,Murphy Distribution,Murphy,Betty,(934) 792-2552,9397 Manor Dr,,Indianapolis,AR,48970,USA,1504,103100
20305,Crystal Craft International,Hill,Katherine,+44 13 9457 4056,8444 Glen Circle,,Memphis,KY,91915,USA,1504,110000
20306,Watson Wholesale,Watson,Janet,(849) 408-7757,2466 Bay Way,,Albuquerque,GA,41506,USA,1216,16400
20307,Brown & Flores Imports,Brown,Matthew,+49 704 587457,607 Sunset Blvd,Suite 265,Düsseldorf,,65314,Germany,1166,8500
20308,Rodriguez Boutique,Rodriguez,Kenneth,(991) 520-6395,8552 Chestnut Pl,Suite 244,Montreal,NS,E3D 9T1,Canada,1625,42200
20309,Sunrise Import Industries,Ramirez,Daniel,+61 8 8780 5036,8741 Station Loop,,Amsterdam,,74272,Netherlands,,86300
20310,Jones Solutions,Jones,Nicole,+34 798 108 502,5946 Park Pl,,Louisville,MD,93748,USA,,143600
20311,Crystal Auto Industries,Cruz,Christopher,(364) 915-5275,6766 School Loop,,Palmerston North,,71746,New Zealand,1401,260700
20312,Miller & Watson Imports,Miller,Maria,(361) 455-9460,6565 Sunset Circle,Ste 85,Valencia,,10403,Spain,1612,239100
20313,Edwards Toys,Edwards,Joshua,+81-51-4677-1339,3255 Elm Way,,Colorado Springs,MA,46935,USA,,286000
20314,Perez Partners,Perez,Rachel,(214) 935-9615,1460 Station Blvd,,Logan City,SA,3445,Australia,1370,28100
20315,Horizon Import Corp.,Wright,Jose,+81-26-7693-3391,3532 Harbor Loop,,Toulouse,,88654,France,1102,187200
20316,Diamond Parts Partners,Moore,Jacob,+1 (205) 459-9266,3848 Birch Ln,,Kitchener,MB,C1U 0B5,Canada,1611,3000
20317,Perez Boutique,Perez,Dorothy,+1 (330) 711-5603,5199 Willow Way,Suite 321,Christchurch,,21750,New Zealand,1619,137700
20318,Horizon Motor Distribution,Perez,Sharon,+49 197 750255,3096 Hill St,Suite 482,Almere,,16975,Netherlands,1370,216200
20319,Castillo & Thomas Associates,Castillo,Joseph,+33 1 77 83 33 63,8336 Summit Terr,,Denver,ID,32058,USA,,59400
20320,Thomas Boutique,Thomas,Debra,+1 (537) 244-8423,7862 Glen Circle,,Birmingham,Wales,EA11 8WV,UK,1286,19700
20321,Golden Auto Ltd.,Chavez,Aaron,+44 60 7592 5668,6536 Elm St,,Leicester,,CM33 3HY,UK,1611,39900
20322,Premier Supply Wholesale,Taylor,Nicole,+81-50-4053-8112,4399 Sycamore Terr,,Milwaukee,MO,72447,USA,1611,15300
20323,Watson Trading,Watson,Shirley,+49 891 270732,4922 Hill Blvd,,Hamburg,,72601,Germany,1401,3000
20324,Gonzalez Center,Gonzalez,Edward,+34 691 905 286,9594 Elm Pl,# 678,Genoa,,43405,Italy,1625,197100
20325,Golden Motor Enterprises,Richardson,Laura,+1 (375) 871-8817,1743 Creek Pl,Floor 120,Raleigh,KY,98265,USA,1370,124400
20326,Campbell Gallery,Campbell,Brandon,+1 (414) 692-3378,1834 Oak Loop,,Dallas,AL,35008,USA,1611,129000
20327,Stewart Collectibles,Stewart,Charles,+33 4 47 82 60 16,7948 Birch St,,San Jose,WV,68361,USA,1323,212400
20328,Pacific Export Partners,Sanders,Scott,+61 3 5388 7834,7994 Highland Loop,Suite 433,Leipzig,,90149,Germany,1702,217200
20329,Castillo & Stewart Associates,Castillo,Andrew,+34 667 400 840,9629 School Terr,,Bordeaux,,38796,France,1612,260200
20330,Lee & Torres Ltd.,Lee,Nathan,+61 6 6849 3598,8090 Bay Dr,Suite 19,Vancouver,BC,G2W 7D6,Canada,1166,8600
20331,Bailey & Morales Industries,Bailey,Jessica,(923) 251-8173,9127 Summit Blvd,,Drogheda,,16117,Ireland,1621,4800
20332,Cook Group,Cook,Jennifer,(357) 862-6959,4787 Hollow Pl,,Perth,TAS,3572,Australia,1323,1400
20333,Classic Craft Group,Stewart,Julie,+81-32-3260-8025,5909 Valley Blvd,,Las Vegas,VA,64396,USA,1337,67600
20334,Jackson Wholesale,Jackson,Jeffrey,+81-7-3473-1947,5158 Manor Blvd,,Gothenburg,,54342,Sweden,,295900
20335,Golden Supply Inc.,Hughes,Debra,+34 957 453 931,2407 Manor Ct,,Bari,,90006,Italy,1621,80200
20336,Patel & Gutierrez Distribution,Patel,Patrick,+44 13 1456 9846,5116 Willow Ln,,Philadelphia,NC,82323,USA,1504,2400
20337,Heritage Supply Co.,Mitchell,Victoria,+33 6 48 46 95 83,9379 Main Ct,Apt 825,San Diego,NH,49054,USA,1612,15400
20338,Collins Corp.,Collins,George,+34 639 478 793,1019 Creek Blvd,,Kobe,,183-2511,Japan,1501,189600
20339,Ruiz Shop,Ruiz,Jeffrey,(911) 417-8461,2083 Walnut Loop,,Naples,,76294,Italy,1370,292800
20340,Pacific Craft Corp.,Kelly,Melissa,+44 86 7910 1797,4817 Walnut St,,Nashville,MS,49748,USA,,3100
20341,Rodriguez Services,Rodriguez,Brian,+44 28 9270 8551,7412 School Way,,Frankfurt,,84155,Germany,1619,163400
20342,Baker Imports,Baker,Ronald,+49 604 686498,407 Sycamore Circle,,Yokohama,,986-3713,Japan,1165,2800
20343,Harris Depot,Harris,Eric,+34 643 926 646,8714 Spring St,Apt 252,Ghent,,96278,Belgium,1504,153500
20344,Diamond Sales Ltd.,Ortiz,Patricia,+49 447 721572,4676 Hill Blvd,Suite 158,San Antonio,OH,32040,USA,1166,158800
20345,Urban Import Co.,Evans,Charles,+81-17-5412-1993,9602 Valley Ct,,San Francisco,WI,88250,USA,1286,5500
20346,Gray Solutions,Gray,Emma,+33 3 57 79 31 41,9311 Ridge Ct,# 513,Valencia,,49926,Spain,1501,75100
20347,Nguyen & Smith LLC,Nguyen,Helen,+61 5 9361 5609,9796 Meadow Circle,,Helsingborg,,45822,Sweden,1102,3700
20348,Crystal Parts Ventures,Bailey,Patrick,+33 6 53 36 68 86,5614 Meadow Loop,,Stuttgart,,99404,Germany,1286,4600
20349,Thompson Depot,Thompson,Gregory,+1 (887) 655-3022,8817 Elm Circle,,Mons,,61483,Belgium,1323,8100
20350,Harris Collectibles,Harris,Melissa,+49 857 762677,5863 Sunset Ave,,Los Angeles,WI,46848,USA,1188,48700
20351,Brooks Models,Brooks,Joyce,+44 19 3101 2065,8094 River Pl,# 580,Rotorua,,75578,New Zealand,1165,138100
20352,Capital Export Inc.,Williams,Gregory,+34 785 629 877,7087 Ridge Rd,Ste 478,Stockholm,,52336,Sweden,1102,141800
20353,Nelson Holdings,Nelson,Matthew,(228) 691-8077,1220 Valley Dr,Unit 65,Turin,,65550,Italy,1621,5900
20354,Heritage Parts Ltd.,Miller,Carol,+1 (586) 520-2065,1568 Hollow Terr,Suite 939,Bilbao,,67478,Spain,1621,241600
20355,Davis Trading,Davis,Gregory,+1 (664) 593-8605,6736 Highland Terr,,Tilburg,,22560,Netherlands,1621,8800
20356,Ramos & Wilson Co.,Ramos,Kevin,+61 8 8887 8284,9392 Lake Circle,,Phoenix,PA,35377,USA,1166,62800
20357,Jimenez & Jackson Exports,Jimenez,Anna,+44 18 4889 9308,133 Willow Terr,,El Paso,ME,58343,USA,1625,12200
20358,Harris Store,Harris,Carol,+33 4 69 89 37 40,7444 Maple Ct,Suite 655,Bristol,Wales,TJ54 6FD,UK,1401,206400
20359,Campbell Ltd.,Campbell,James,+61 2 1486 4262,4761 Hollow Dr,,Mesa,DE,28664,USA,1188,45400
20360,Premier Auto Corp.,Thompson,John,+61 4 9633 8106,4999 Glen Dr,,San Diego,MI,37556,USA,1702,15800
20361,Alpha Import Solutions,Mitchell,Frank,+61 5 1872 5588,3099 Poplar Rd,,Biel,,86981,Switzerland,1702,8500
20362,James Group,James,Diane,+34 966 606 585,8169 Willow Ct,# 383,Essen,,59055,Germany,1216,23400
20363,Walker Gifts,Walker,Laura,+49 485 554022,6130 Meadow Pl,Rm 87,Louisville,OR,30605,USA,1323,213900
20364,Urban Import Inc.,Murphy,Melissa,(483) 433-2612,1244 Market Ave,Ste 526,Charlotte,KY,94587,USA,1165,83400
20365,National Art Corp.,Foster,Jose,+81-54-1194-8733,140 Bay Rd,,Bray,,44227,Ireland,1611,48100
20366,Ramos Store,Ramos,Eric,+1 (583) 342-3102,7026 Ridge Dr,,Philadelphia,MA,34621,USA,1286,30000
20367,Long Depot,Long,Debra,+61 8 7247 4345,528 Lake Blvd,,Colorado Springs,AK,84393,USA,,199300
20368,Lopez & Wilson Distribution,Lopez,Kenneth,+81-39-4373-4818,3059 Sunset Ave,,Raleigh,NY,13517,USA,1286,43400
20369,Gomez & Anderson Corp.,Gomez,Edward,+49 472 867626,6374 Forest Blvd,,Dortmund,,19012,Germany,1612,238100
20370,Jackson Models,Jackson,James,+34 836 689 140,8616 School Terr,,Catania,,42353,Italy,1619,95600
20371,Thompson Gifts,Thompson,Joyce,+81-8-4927-3587,7502 Garden Circle,Ste 98,Virginia Beach,WA,66633,USA,1216,10800
20372,Ross Associates,Ross,Edward,+34 613 174 754,6720 Hollow Blvd,Ste 46,San Antonio,NC,52731,USA,1612,278400
20373,Anderson & Adams Imports,Anderson,Steven,+44 71 5573 3643,8986 Valley Loop,,Hamburg,,20819,Germany,1166,230200
20374,Ross Industries,Ross,Christine,+1 (850) 735-2684,565 Poplar Dr,,Washington,ID,38399,USA,1337,6000
20375,Walker & Lopez Inc.,Walker,Melissa,(880) 371-3736,3149 Pine Dr,,Paris,,54186,France,1102,21300
20376,Diaz Solutions,Diaz,Ronald,+34 712 167 773,246 Manor Circle,Floor 218,Washington,MA,32756,USA,1625,56700
20377,Wilson & Allen Co.,Wilson,Amy,+34 795 623 755,1107 School St,,Sheffield,Scotland,KF82 6VP,UK,1619,5000
20378,Diaz & Richardson Ltd.,Diaz,Jack,+34 978 998 436,3310 Hill Way,Suite 244,Las Vegas,NY,48877,USA,1165,268800
20379,Long Solutions,Long,Andrew,+33 7 76 51 33 66,3970 Forest Pl,# 255,Groningen,,54922,Netherlands,1611,14800
20380,Lopez & Ramos Distribution,Lopez,Thomas,+49 198 766729,8314 Elm Way,,Turin,,40973,Italy,1188,34200
20381,Morris Associates,Morris,Tyler,+81-22-8897-1324,7232 Creek Pl,,Lyon,,71697,France,1621,13300
20382,Allen Store,Allen,Daniel,+33 3 34 10 11 74,9930 Birch Ave,# 481,Denver,MO,83681,USA,1619,91600
20383,Chavez Services,Chavez,Donna,+49 819 967440,9267 River Dr,,Ghent,,60439,Belgium,1619,3500
20384,Patel & Young Exports,Patel,Jason,+44 43 5053 3644,463 Hill Rd,,Las Vegas,SD,98660,USA,1102,7700
20385,Diaz & Diaz Industries,Diaz,Matthew,+49 796 229703,1791 Sycamore Ln,,Hamilton,PE,Y6V 4P1,Canada,,4000
20386,Hughes Depot,Hughes,Heather,+34 693 614 212,2796 Spring Ln,Apt 203,Nice,,66485,France,1370,17400
20387,Cruz Group,Cruz,Edward,+34 944 878 203,4535 Pine Ln,Apt 490,Philadelphia,MO,26342,USA,1102,2700
20388,Smith Center,Smith,Eric,+61 7 6164 4925,7754 School Terr,,Frankfurt,,73691,Germany,,27900
20389,Collins Toys,Collins,James,+34 863 523 776,4073 Station Ct,,San Diego,ND,46630,USA,1166,65600
20390,Sunrise Parts Ventures,Patel,Julie,(951) 594-5814,5708 Creek Ct,,Leipzig,,20665,Germany,1504,7100
20391,Capital Export Group,Lopez,Diane,(308) 645-1478,8859 Valley Dr,Rm 967,Ghent,,73198,Belgium,1166,126600
20392,Thomas & Morgan Exports,Thomas,Christine,+81-86-8159-4823,9842 Pine Circle,# 761,El Paso,IA,85493,USA,1188,13500
20393,Elite Supply Partners,Kelly,Joseph,+44 77 4639 2746,5238 Station Circle,,London,Wales,BS69 4MN,UK,1337,28400
20394,Elite Auto Ventures,Jackson,Ryan,+33 8 47 58 17 52,4481 Sycamore Ct,,Sacramento,VT,26182,USA,1166,3600
20395,Thompson Shop,Thompson,Heather,+61 8 7407 2176,6428 School Way,,Austin,AK,81819,USA,1501,278400
20396,Long Trading,Long,Michelle,+44 37 4573 4205,2254 Hollow Loop,,Lyon,,85649,France,1619,39000
20397,Gray & Davis Co.,Gray,Jason,+44 91 7619 5014,1923 Cherry Circle,Floor 994,Tucson,ID,16877,USA,1102,293200
20398,Bennett Imports,Bennett,Diane,+34 928 784 621,7293 Station St,Suite 125,Tilburg,,46073,Netherlands,1188,5900
20399,Roberts Shop,Roberts,Nancy,+1 (603) 769-9788,1041 Poplar Blvd,,Dallas,CT,52628,USA,1621,5300
20400,James Group,James,Anthony,+33 3 21 81 42 14,9089 Hollow Ln,Apt 589,The Hague,,10697,Netherlands,1143,1200
20401,Capital Export Corp.,Gutierrez,Jennifer,+33 3 87 80 37 85,733 Valley St,Unit 877,Bristol,Wales,TR66 4WD,UK,1323,188200
20402,Phillips Models,Phillips,Christopher,+49 678 740650,8781 Forest Ave,,Linköping,,28775,Sweden,1611,32500
20403,Green Shop,Green,Karen,(537) 855-2457,4426 Park Pl,Ste 417,Raleigh,KS,20161,USA,1323,3300
20404,Carter Co.,Carter,Mark,+49 594 294220,1566 Willow Ln,,Nashville,PA,74175,USA,1504,72300
20405,Morgan Store,Morgan,Gregory,+1 (942) 854-7064,2338 Garden Terr,,Liverpool,England,VQ92 3VE,UK,1612,120700
20406,Crystal Craft Solutions,Torres,Nicholas,(369) 789-1940,5124 Elm Circle,# 246,Philadelphia,MD,63282,USA,1143,151600
20407,Moore Store,Moore,Janet,+1 (931) 635-9754,6644 Main Terr,Rm 764,Essen,,26343,Germany,1619,2400
20408,Gray & Thompson Ltd.,Gray,Lisa,+61 3 6537 5092,835 Creek Ct,,Dallas,NC,56306,USA,1625,79000
20409,Watson Gifts,Watson,Jack,+34 768 405 462,7587 Ash Ct,Suite 631,Lugano,,14643,Switzerland,1165,151300
